Method;TargetClass;ATFD;ATSD;FDP;DIST_EC;DIST_TC;LOC_M;LOC_EC;LOC_TC
org.apache.log4j.varia.FallbackErrorHandler.error(int, java.lang.Exception, java.lang.String, org.apache.log4j.spi.LoggingEvent);org.apache.log4j.Category;3;3;2;0.8125;0.9318181818181819;12;36;360
org.apache.log4j.lf5.viewer.LogBrokerMonitor.run();org.apache.log4j.lf5.viewer.categoryexplorer.CategoryExplorerModel;1;1;4;0.9921259842519685;0.9565217391304348;5;1059;178
org.apache.log4j.jmx.AppenderDynamicMBean.getMBeanInfo();org.apache.log4j.Category;1;5;1;0.7222222222222222;0.9777777777777777;6;144;360
org.apache.log4j.lf5.viewer.FilteredLogTableModel.getColumn(int, org.apache.log4j.lf5.LogRecord);org.apache.log4j.lf5.LogRecord;9;0;1;1.0;0.5714285714285714;29;133;110
org.apache.log4j.chainsaw.rule.RuleTest.actionPerformed(java.awt.event.ActionEvent);org.apache.log4j.chainsaw.LoggingEventFieldResolver;0;0;0;0;0;0;0;0
org.apache.log4j.lf5.viewer.LogBrokerMonitor.addMessage(org.apache.log4j.lf5.LogRecord);org.apache.log4j.lf5.viewer.LogTable;1;3;4;0.9765625;0.967741935483871;13;1059;110
org.apache.log4j.net.SocketHubAppender.cleanUp();org.apache.log4j.helpers.LogLog;0;3;1;0.8333333333333334;1.0;18;152;39
org.apache.log4j.Category.error(java.lang.Object, java.lang.Throwable);org.apache.log4j.Priority;1;3;2;0.9512195121951219;0.8888888888888888;8;360;44
org.apache.joran.action.NestComponentIA.end(org.apache.joran.ExecutionContext, org.w3c.dom.Element);org.apache.joran.ExecutionContext;2;2;4;0.8666666666666667;0.8947368421052632;27;71;42
org.apache.log4j.FileAppender.setFile(boolean, boolean, int, java.lang.String);org.apache.log4j.helpers.LogLog;0;6;1;0.4545454545454546;1.0;18;91;39
org.apache.log4j.lf5.viewer.categoryexplorer.CategoryExplorerModel.addLogRecord(org.apache.log4j.lf5.LogRecord);org.apache.log4j.lf5.viewer.categoryexplorer.CategoryNode;3;3;2;0.8846153846153846;0.875;18;178;89
org.apache.log4j.lf5.viewer.LogBrokerMonitor.getRecordsDisplayedMessage();org.apache.log4j.lf5.viewer.LogTable;1;1;2;0.9920634920634921;0.962962962962963;4;1059;110
