Method;TargetClass;ATFD;ATSD;FDP;DIST_EC;DIST_TC;LOC_M;LOC_EC;LOC_TC
org.apache.lucene.index.MultiReader.doUndeleteAll();org.apache.lucene.index.IndexReader;0;0;0;0;0;0;0;0
org.apache.lucene.search.TermQuery.scorer(org.apache.lucene.index.IndexReader);org.apache.lucene.search.Query;0;0;0;0;0;0;0;0
org.apache.lucene.index.IndexWriter.mergeSegments(int);org.apache.lucene.store.Lock;1;5;6;0.868421052631579;0.9523809523809523;30;222;35
org.apache.lucene.search.PhraseQuery.sumOfSquaredWeights();org.apache.lucene.search.Query;1;3;3;0.85;0.9090909090909091;5;130;49
org.apache.lucene.search.ConjunctionScorer.skipTo(int);org.apache.lucene.search.Scorer;1;3;1;0.85;1.0;8;78;11
org.apache.lucene.index.MultiReader.getIndexedFieldNames(boolean);org.apache.lucene.index.IndexReader;0;0;0;0;0;0;0;0
org.apache.lucene.search.IndexSearcher.search(int, org.apache.lucene.search.Filter, org.apache.lucene.search.Query, org.apache.lucene.search.Sort);org.apache.lucene.search.Query;0;0;0;0;0;0;0;0
org.apache.lucene.index.FilterIndexReader.document(int);org.apache.lucene.index.IndexReader;1;0;1;1.0;1.0;3;98;141
org.apache.lucene.index.FilterIndexReader.norms(java.lang.String);org.apache.lucene.index.IndexReader;1;0;1;1.0;1.0;3;98;141
org.apache.lucene.index.SegmentMergeQueue.close();org.apache.lucene.index.SegmentMergeInfo;1;0;2;1.0;0.8571428571428572;3;13;30
org.apache.lucene.index.DocumentWriter.writePostings(java.lang.String, org.apache.lucene.index.Posting[]);org.apache.lucene.index.Posting;2;0;5;1.0;0.7777777777777778;33;177;6
org.apache.lucene.search.ConjunctionScorer.sortScorers();org.apache.lucene.search.Scorer;1;3;1;0.8636363636363636;1.0;16;78;11
org.apache.lucene.index.TermVectorsWriter.writeDoc();org.apache.lucene.store.OutputStream;0;0;0;0;0;0;0;0
org.apache.lucene.search.MultiTermQuery.rewrite(org.apache.lucene.index.IndexReader);org.apache.lucene.search.Query;1;1;3;1.0;0.9166666666666666;19;41;49
org.apache.lucene.search.FieldCacheImpl.getCustom(java.lang.String, org.apache.lucene.index.IndexReader, org.apache.lucene.search.SortComparator);org.apache.lucene.search.SortComparator;0;0;0;0;0;0;0;0
org.apache.lucene.search.spans.NearSpans.min();org.apache.lucene.util.PriorityQueue;1;0;1;1.0;0.9166666666666666;3;133;78
org.apache.lucene.index.SegmentReader.maxDoc();org.apache.lucene.index.FieldsReader;1;0;1;1.0;0.6666666666666667;3;222;27
org.apache.lucene.index.DocumentWriter.writePostings(java.lang.String, org.apache.lucene.index.Posting[]);org.apache.lucene.index.TermInfo;1;0;5;1.0;1.0;33;177;25
org.apache.lucene.search.PhraseScorer.skipTo(int);org.apache.lucene.search.PhrasePositions;1;2;1;0.8666666666666667;0.9090909090909091;7;90;35
org.apache.lucene.index.DocumentWriter.writeNorms(java.lang.String, org.apache.lucene.document.Document);org.apache.lucene.index.FieldInfos;1;2;6;0.9047619047619048;0.96;17;177;73
org.apache.lucene.index.TermInfosReader.close();org.apache.lucene.index.SegmentTermEnum;1;0;1;1.0;0.9473684210526316;3;91;92
org.apache.lucene.index.IndexWriter.docCount();org.apache.lucene.index.SegmentInfo;1;0;2;1.0;0.75;8;222;5
org.apache.lucene.index.SegmentTermPositions.skipProx(long);org.apache.lucene.store.InputStream;1;1;1;0.9;0.9473684210526316;4;36;98
org.apache.lucene.search.spans.SpanTermQuery.getSpans(org.apache.lucene.index.IndexReader);org.apache.lucene.search.Query;1;9;2;0.55;0.9545454545454546;42;92;49
org.apache.lucene.index.SegmentTermEnum.growBuffer(int);org.apache.lucene.index.Term;1;1;1;0.9545454545454546;0.9090909090909091;4;92;36
org.apache.lucene.index.SegmentMerger.mergeNorms();org.apache.lucene.store.Directory;1;2;5;0.935483870967742;1.0;24;212;0
org.apache.lucene.search.BooleanQuery.normalize(float);org.apache.lucene.search.BooleanClause;1;2;2;0.9130434782608696;0.9;8;182;13
org.apache.lucene.search.spans.SpanNotQuery.toString(java.lang.String);org.apache.lucene.search.Query;1;0;1;1.0;1.0;9;103;49
org.apache.lucene.index.FieldInfos.write(org.apache.lucene.store.OutputStream);org.apache.lucene.index.FieldInfo;2;2;2;0.8947368421052632;0.75;8;73;5
org.apache.lucene.search.WildcardQuery.getEnum(org.apache.lucene.index.IndexReader);org.apache.lucene.search.MultiTermQuery;0;0;1;1.0;1.0;3;6;41
org.apache.lucene.search.spans.NearSpans.queueToList();org.apache.lucene.util.PriorityQueue;2;3;1;0.896551724137931;0.8666666666666667;6;133;78
org.apache.lucene.search.spans.SpanWeight.explain(int, org.apache.lucene.index.IndexReader);org.apache.lucene.index.IndexReader;1;4;7;0.8333333333333334;1.0;42;66;141
org.apache.lucene.index.SegmentReader.doClose();org.apache.lucene.index.TermVectorsReader;0;0;0;0;0;0;0;0
org.apache.lucene.search.BooleanQuery.toString(java.lang.String);org.apache.lucene.search.Query;2;1;2;0.962962962962963;0.9375;24;182;49
org.apache.lucene.search.PrefixQuery.rewrite(org.apache.lucene.index.IndexReader);org.apache.lucene.index.TermEnum;3;0;5;1.0;1.0;24;44;0
org.apache.lucene.search.IndexSearcher.search(org.apache.lucene.search.Filter, org.apache.lucene.search.HitCollector, org.apache.lucene.search.Query);org.apache.lucene.search.Scorer;1;1;4;1.0;0.8571428571428572;17;72;11
org.apache.lucene.search.WildcardTermEnum.close();org.apache.lucene.search.FilteredTermEnum;1;2;1;0.8;0.8333333333333334;6;84;37
org.apache.lucene.index.SegmentInfos.write(org.apache.lucene.store.Directory);org.apache.lucene.store.Directory;2;3;3;0.7857142857142857;1.0;17;43;0
org.apache.lucene.index.SegmentMerger.bufferSkip(int);org.apache.lucene.store.OutputStream;2;3;1;0.8571428571428572;0.8888888888888888;10;212;67
org.apache.lucene.index.TermInfosReader.readIndex();org.apache.lucene.index.SegmentTermEnum;5;4;2;0.8260869565217391;0.7916666666666666;17;91;92
org.apache.lucene.index.IndexReader.aquireWriteLock();org.apache.lucene.store.Lock;0;0;0;0;0;0;0;0
org.apache.lucene.store.FSOutputStream.close();org.apache.lucene.store.OutputStream;1;1;1;0.875;0.9411764705882353;4;20;67
org.apache.lucene.index.SegmentMergeQueue.lessThan(java.lang.Object, java.lang.Object);org.apache.lucene.index.SegmentMergeInfo;1;0;2;1.0;0.8333333333333334;7;13;30
org.apache.lucene.analysis.standard.StandardTokenizer.jj_consume_token(int);org.apache.lucene.analysis.standard.StandardTokenizerTokenManager;1;4;2;0.7777777777777778;0.9655172413793104;13;150;825
org.apache.lucene.search.BooleanQuery.explain(int, org.apache.lucene.index.IndexReader);org.apache.lucene.search.Explanation;4;2;4;0.9285714285714286;0.75;38;182;63
org.apache.lucene.search.spans.SpanWeight.sumOfSquaredWeights();org.apache.lucene.search.Similarity;1;3;3;0.7272727272727273;0.8571428571428572;5;66;49
org.apache.lucene.index.CompoundFileReader.touchFile(java.lang.String);org.apache.lucene.store.Directory;1;1;1;0.95;1.0;3;92;0
org.apache.lucene.index.SegmentTermPositions.seek(org.apache.lucene.index.TermInfo);org.apache.lucene.index.SegmentTermDocs;1;1;3;0.9166666666666666;0.9565217391304348;5;36;111
org.apache.lucene.search.spans.SpanTermQuery.getField();org.apache.lucene.index.Term;1;0;1;1.0;0.875;3;92;36
org.apache.lucene.search.PhrasePrefixQuery.toString(java.lang.String);org.apache.lucene.index.Term;1;3;2;0.8846153846153846;0.95;23;120;36
org.apache.lucene.analysis.StopFilter.next();org.apache.lucene.analysis.TokenFilter;0;1;3;0.8;1.0;4;17;8
org.apache.lucene.search.FilteredTermEnum.close();org.apache.lucene.index.TermEnum;1;0;1;1.0;1.0;5;37;0
org.apache.lucene.index.IndexReader.aquireWriteLock();org.apache.lucene.index.IndexWriter;0;0;0;0;0;0;0;0
org.apache.lucene.search.ParallelMultiSearcher.search(int, org.apache.lucene.search.Filter, org.apache.lucene.search.Query);org.apache.lucene.search.MultiSearcherThread;2;2;2;0.8461538461538461;0.8571428571428572;27;58;34
org.apache.lucene.search.TermQuery.equals(java.lang.Object);org.apache.lucene.search.Query;1;0;2;1.0;0.875;5;85;49
org.apache.lucene.search.FieldCacheImpl.getInts(java.lang.String, org.apache.lucene.index.IndexReader);org.apache.lucene.index.Term;0;0;0;0;0;0;0;0
org.apache.lucene.index.IndexWriter.addIndexes(org.apache.lucene.index.IndexReader[]);org.apache.lucene.store.Directory;1;3;4;0.9090909090909091;1.0;19;222;0
org.apache.lucene.search.MultiSearcherThread.hits();org.apache.lucene.search.TopDocs;1;0;1;1.0;0.5;3;34;4
org.apache.lucene.index.SegmentReader.getFieldNames(boolean);org.apache.lucene.index.FieldInfos;2;0;2;1.0;0.8823529411764706;8;222;73
org.apache.lucene.search.PhraseQuery.scorer(org.apache.lucene.index.IndexReader);org.apache.lucene.search.Query;0;0;0;0;0;0;0;0
org.apache.lucene.search.PhrasePrefixQuery.explain(int, org.apache.lucene.index.IndexReader);org.apache.lucene.search.Scorer;1;5;5;0.7727272727272727;1.0;30;120;11
org.apache.lucene.search.PrefixQuery.rewrite(org.apache.lucene.index.IndexReader);org.apache.lucene.index.Term;2;0;5;1.0;0.8666666666666667;24;44;36
org.apache.lucene.search.MultiTermQuery.toString(java.lang.String);org.apache.lucene.search.Query;1;0;2;1.0;0.9230769230769231;13;41;49
org.apache.lucene.index.FilterIndexReader.norms(byte[], int, java.lang.String);org.apache.lucene.index.IndexReader;0;0;0;0;0;0;0;0
org.apache.lucene.search.MultiSearcher.search(int, org.apache.lucene.search.Filter, org.apache.lucene.search.Query);org.apache.lucene.util.PriorityQueue;3;2;3;0.9047619047619048;0.8333333333333334;17;92;78
org.apache.lucene.search.TermQuery.explain(int, org.apache.lucene.index.IndexReader);org.apache.lucene.search.Similarity;0;4;6;0.8095238095238095;1.0;31;85;49
org.apache.lucene.analysis.ru.RussianLowerCaseFilter.next();org.apache.lucene.analysis.Token;3;1;4;0.8571428571428572;0.6666666666666667;12;16;30
org.apache.lucene.search.PhraseScorer.sort();org.apache.lucene.util.PriorityQueue;2;2;2;0.8823529411764706;0.8666666666666667;13;90;78
org.apache.lucene.search.SloppyPhraseScorer.phraseFreq();org.apache.lucene.search.PhrasePositions;3;1;5;0.9;0.8;29;33;35
org.apache.lucene.index.SegmentReader.getFieldNames();org.apache.lucene.index.FieldInfo;1;0;2;1.0;0.8333333333333334;8;222;5
org.apache.lucene.index.SegmentReader.openNorms(org.apache.lucene.store.Directory);org.apache.lucene.index.FieldInfos;2;2;4;0.9473684210526316;0.9090909090909091;10;222;73
org.apache.lucene.search.TermScorer.explain(int);org.apache.lucene.search.TermQuery;0;6;4;0.7272727272727273;1.0;20;71;85
org.apache.lucene.index.DocumentWriter.invertDocument(org.apache.lucene.document.Document);org.apache.lucene.analysis.TokenStream;2;5;6;0.8518518518518519;0.95;36;177;2
org.apache.lucene.search.PhraseScorer.doNext();org.apache.lucene.search.PhrasePositions;0;0;0;0;0;0;0;0
org.apache.lucene.search.RangeQuery.getField();org.apache.lucene.index.Term;1;0;1;1.0;0.875;3;71;36
org.apache.lucene.index.IndexWriter.readDeleteableFiles();org.apache.lucene.store.InputStream;3;0;2;1.0;0.9090909090909091;12;222;98
